SENT_ID	MDD	NDD	MAXIMUM_TREE_DEPTH	#_OF_TOKENS	#_OF_CLAUSES	#_OF_T-UNITS	CLAUSES_PER_T-UNIT
ssj131.829.3169	1.5	0.49041462650586304	2	4	1	1	1.0
ssj118.748.2817	2.0714285714285716	0.5912901644364139	6	17	2	1	2.0
ssj53.336.1373	4.433962264150943	0.8424259464639966	11	62	7	3	2.3333333333333335
ssj485.2607.9279	2.4285714285714284	0.7787990600866994	3	10	2	1	2.0
ssj370.2116.7521	3.230769230769231	1.1494751887488548	3	17	2	2	1.0
ssj288.1768.6290	3.411764705882353	1.5434021060890097	4	22	3	2	1.5
elexiswsd1.674.sl.131492	1.75	1.3759847175185227	4	10	1	1	1.0
ssj353.2053.7259	4.538461538461538	1.7054870977405312	6	32	2	1	2.0
ssj333.1976.7017	3.08	1.3803880500626446	8	32	4	1	4.0
ssj126.810.3052	4.2	1.61953926609286	5	30	4	3	1.3333333333333333
ssj324.1925.6852	1.6666666666666667	0.38505411084803665	3	6	1	1	1.0
ssj93.612.2320	1.3333333333333333	0.8109302162163288	2	5	1	1	1.0
ssj7.37.182	2.76	1.63392800354496	6	28	2	2	1.0
ssj125.793.3012	1.8823529411764706	1.7570391878122542	6	20	1	1	1.0
ssj415.2314.8158	3.3333333333333335	0.9547712524422194	4	21	3	1	3.0
ssj95.625.2398	3.35	0.2889057909400205	7	25	4	2	2.0
ssj318.1900.6778	2.772727272727273	1.3304087720812126	5	26	3	3	1.0
ssj417.2321.8182	2.888888888888889	1.6267672431568199	11	45	4	2	2.0
ssj315.1885.6712	2.8421052631578947	0.7742480124653589	6	24	6	3	2.0
ssj435.2400.8427	1.6666666666666667	0.038480520568064065	3	5	1	1	1.0
ssj217.1440.5215	2.375	1.7637502485272862	5	26	2	2	1.0
ssj385.2210.7833	1.875	1.3069918460315713	3	10	1	1	1.0
elexiswsd1.912.sl.131731	2.6470588235294117	1.7971826268651094	7	23	4	1	4.0
elexiswsd1.518.sl.131335	1.8	1.1128120259289587	5	12	3	2	1.5
ssj64.408.1580	3.9	0.20968400663857786	4	15	1	1	1.0
elexiswsd1.350.sl.131166	2.0625	1.558255256507219	5	20	1	1	1.0
ssj201.1342.4847	1.6153846153846154	1.3522077428029369	7	16	2	1	2.0
ssj24.115.486	3.7941176470588234	1.2344473387796202	8	39	5	2	2.5
ssj63.392.1549	3.0588235294117645	0.8478824418369517	8	21	4	1	4.0
ssj45.276.1117	2.5	1.365883363859763	5	19	2	1	2.0
ssj28.168.677	2.176470588235294	1.44362105965715	6	20	2	2	1.0
elexiswsd1.240.sl.131056	2.16	1.8122847652656833	9	29	2	1	2.0
ssj97.627.2409	2.75	1.067840630001356	6	20	5	1	5.0
ssj415.2314.8163	2.1666666666666665	0.46926343666051834	4	9	2	1	2.0
ssj432.2383.8369	1.7777777777777777	1.6745406902615707	7	21	1	1	1.0
elexiswsd1.780.sl.131598	2.0	1.039720770839918	3	11	1	1	1.0
ssj5.27.85	3.3846153846153846	0.4098079925540166	8	33	4	2	2.0
ssj406.2262.7978	1.8181818181818181	1.6408314064834828	4	12	1	1	1.0
ssj162.1117.4124	2.962962962962963	1.6603409530007218	5	31	2	2	1.0
ssj226.1497.5444	3.787878787878788	1.3123273395114468	5	38	4	3	1.3333333333333333
ssj425.2365.8314	2.1333333333333333	1.289486579413534	6	17	3	3	1.0
ssj286.1756.6240	3.0454545454545454	1.5831636071435307	5	25	2	1	2.0
ssj223.1464.5327	2.5625	1.2500299728724142	5	21	2	1	2.0
ssj226.1489.5417	2.3684210526315788	2.0266026510074493	7	21	1	1	1.0
ssj171.1167.4261	2.4545454545454546	1.7461919221413091	7	24	1	1	1.0
ssj237.1564.5669	2.5	0.8754687373538999	6	22	3	1	3.0
ssj76.497.1860	2.2222222222222223	0.300104592450338	4	12	2	2	1.0
ssj195.1319.4761	4.884615384615385	0.736104901133577	7	36	5	2	2.5
ssj325.1928.6860	3.325	1.5388497875631781	6	46	3	2	1.5
elexiswsd1.38.sl.130852	1.8888888888888888	1.1557707025080584	4	11	1	1	1.0
ssj53.337.1379	2.3043478260869565	1.426096590901548	6	26	4	3	1.3333333333333333
ssj141.898.3439	2.68	2.1214872546883305	6	30	5	2	2.5
ssj27.152.632	2.6666666666666665	1.412916618379297	5	19	2	1	2.0
ssj88.587.2210	1.75	0.13353139262452263	3	6	1	1	1.0
elexiswsd1.471.sl.131288	2.4166666666666665	1.4586764333636362	4	14	1	1	1.0
ssj82.540.2061	3.1315789473684212	1.6502108210057058	7	45	3	1	3.0
ssj133.854.3278	2.3076923076923075	1.139373835090095	5	17	2	2	1.0
ssj46.295.1193	3.0833333333333335	0.4630156523177485	3	17	3	2	1.5
ssj294.1788.6346	2.0	0.5493061443340547	4	9	4	2	2.0
ssj93.611.2310	2.0	1.242453324894	5	15	2	1	2.0
ssj449.2456.8589	2.7	1.1977615443266574	3	12	1	1	1.0
ssj253.1629.5876	10.26923076923077	0.7001038513680267	5	48	1	1	1.0
ssj225.1468.5338	2.2857142857142856	1.388729826237189	7	24	4	3	1.3333333333333333
ssj142.951.3632	1.0	0.5493061443340547	2	5	1	1	1.0
ssj220.1451.5254	4.785714285714286	0.2461066249680781	5	28	1	1	1.0
ssj163.1122.4143	4.466666666666667	0.2039562725423216	4	22	1	1	1.0
ssj355.2060.7284	3.4615384615384617	1.2832148713159854	5	17	1	1	1.0
ssj70.441.1691	2.0	0.5493061443340547	2	5	1	1	1.0
ssj34.197.802	3.4	0.8233968494889347	5	18	2	1	2.0
ssj383.2186.7758	4.806451612903226	1.0429142353962877	6	40	1	1	1.0
ssj212.1404.5102	3.0625	2.579549191891181	10	55	5	2	2.5
ssj193.1284.4643	4.444444444444445	1.0235640839185007	5	18	1	1	1.0
ssj24.115.487	3.1	1.6489387040166632	5	23	2	1	2.0
ssj226.1477.5385	3.4705882352941178	1.6174684511266868	6	37	2	1	2.0
ssj452.2491.8757	1.75	0.13353139262452263	3	6	1	1	1.0
ssj131.838.3206	2.5	0.326162593019845	3	7	1	1	1.0
ssj228.1521.5516	3.230769230769231	1.3522077428029369	5	18	2	2	1.0
ssj4.15.55	2.4615384615384617	0.9309942777266333	4	16	2	2	1.0
elexiswsd1.1235.sl.132054	2.0	0.8047189562170503	4	6	1	1	1.0
ssj170.1162.4247	2.2	0.7094087764127253	5	15	1	1	1.0
elexiswsd1.596.sl.131413	2.4166666666666665	1.3330192192231831	5	15	2	1	2.0
ssj374.2148.7633	2.2857142857142856	1.1859972721831067	5	18	4	3	1.3333333333333333
ssj47.315.1275	2.75	1.5133270919462887	5	16	3	1	3.0
ssj374.2150.7639	2.7045454545454546	1.7018799139829126	8	51	2	2	1.0
ssj226.1499.5448	2.5483870967741935	2.3037941731224096	7	36	3	2	1.5
ssj42.255.1017	2.5	1.0963851134934195	5	20	2	1	2.0
ssj187.1236.4491	3.5483870967741935	0.450500440935303	6	37	6	2	3.0
ssj425.2368.8324	3.3333333333333335	1.3580091853756935	4	15	2	1	2.0
ssj225.1471.5359	2.5294117647058822	1.0379260447248166	6	19	3	2	1.5
ssj243.1591.5765	3.4166666666666665	1.2562412328716928	4	15	1	1	1.0
ssj139.888.3413	2.1666666666666665	0.815837026940491	3	9	1	1	1.0
ssj214.1417.5154	3.5789473684210527	1.5511758641246591	4	21	1	1	1.0
ssj310.1866.6621	2.5555555555555554	0.9650616062922298	4	12	2	1	2.0
ssj118.758.2858	3.5833333333333335	1.4383793485716583	4	20	2	1	2.0
ssj260.1659.5958	3.111111111111111	1.003353126669043	3	11	1	1	1.0
elexiswsd1.621.sl.131438	2.4166666666666665	1.1647831009125766	4	15	1	1	1.0
ssj85.565.2150	1.5	0.6342556627317537	2	5	1	1	1.0
ssj101.648.2482	3.625	1.4179687376208818	6	48	3	3	1.0
ssj40.241.965	3.2142857142857144	0.701229648986623	4	16	1	1	1.0
ssj355.2058.7272	2.0	1.039720770839918	4	11	2	1	2.0
ssj233.1547.5597	3.2142857142857144	1.3032160511495912	8	31	3	2	1.5
elexiswsd1.375.sl.131191	1.4	1.1613939001557827	3	7	1	1	1.0
ssj193.1273.4606	2.4	0.0707497811368496	3	8	2	1	2.0
ssj264.1678.6011	2.5454545454545454	0.9577855795822973	4	14	2	2	1.0
ssj407.2269.8010	2.8333333333333335	1.5205281148734684	5	16	3	1	3.0
ssj326.1957.6969	2.5	0.5815754049028404	2	6	1	1	1.0
elexiswsd1.1058.sl.131877	3.0	0.31799438335999836	5	21	3	2	1.5
ssj288.1766.6278	2.4	0.4785563631972051	5	8	1	1	1.0
ssj121.775.2930	1.75	1.453060057432152	4	10	1	1	1.0
ssj165.1133.4182	2.658536585365854	1.5721573983872632	11	45	3	1	3.0
ssj414.2309.8131	2.076923076923077	1.1008933145220308	7	16	5	3	1.6666666666666667
ssj144.1001.3777	4.96	1.5302933905589757	5	29	2	1	2.0
ssj5.17.62	1.0	0.0	2	2	1	1	1.0
ssj256.1647.5925	2.8260869565217392	2.0743752806772453	7	30	4	3	1.3333333333333333
ssj214.1420.5162	2.0	0.9547712524422192	5	12	1	1	1.0
ssj325.1936.6889	1.5714285714285714	1.214117131344545	3	9	1	1	1.0
elexiswsd1.1317.sl.132138	1.25	1.1631508098056809	3	6	1	1	1.0
elexiswsd1.86.sl.130901	2.357142857142857	1.357958167570435	3	16	2	2	1.0
ssj193.1294.4676	3.0	0.6019864021629681	2	7	1	1	1.0
ssj194.1311.4731	4.136363636363637	1.3681574984146239	5	26	2	1	2.0
elexiswsd1.867.sl.131686	2.0	1.3013448427221919	4	12	2	2	1.0
ssj142.941.3605	1.0	0.5493061443340547	2	5	1	1	1.0
ssj459.2520.8946	2.3333333333333335	0.048581874226823765	3	8	1	1	1.0
elexiswsd1.414.sl.131230	2.727272727272727	0.19564552753540052	5	14	2	1	2.0
ssj458.2515.8911	1.8	1.0216512475319814	3	7	1	1	1.0
ssj206.1381.5011	4.464285714285714	1.2097137988004227	7	69	4	4	1.0
ssj36.210.857	1.5454545454545454	1.3129357094753946	6	14	2	2	1.0
elexiswsd1.1454.sl.132276	1.8333333333333333	0.8390500753777668	5	9	3	1	3.0
ssj142.934.3576	1.5	0.6342556627317537	2	5	1	1	1.0
ssj6.32.102	2.8	0.81482030987581	3	14	2	2	1.0
ssj295.1804.6389	1.736842105263158	1.6132980878431258	9	22	1	1	1.0
ssj404.2253.7957	2.2941176470588234	1.785206006353863	6	19	1	1	1.0
ssj388.2220.7854	2.642857142857143	1.0408152623386089	5	17	2	1	2.0
ssj486.2608.9282	2.0	1.4787555303668967	4	14	2	2	1.0
elexiswsd1.570.sl.131387	1.3333333333333333	1.3013448427221919	4	8	1	1	1.0
ssj478.2581.9221	2.5714285714285716	1.068214236526723	3	9	1	1	1.0
ssj265.1682.6024	2.25	1.1246702892376166	4	15	2	1	2.0
ssj59.361.1459	3.16	2.0879141538460204	6	31	5	1	5.0
ssj295.1804.6388	1.9375	1.4180430594344708	5	20	2	1	2.0
ssj360.2081.7373	3.4444444444444446	1.104302986413183	3	13	2	1	2.0
ssj306.1852.6558	2.2142857142857144	1.0739049342717963	5	18	4	3	1.3333333333333333
ssj80.523.1974	5.205128205128205	0.5287100804326551	9	47	6	1	6.0
ssj379.2173.7718	2.2142857142857144	1.3293177461547918	6	16	1	1	1.0
elexiswsd1.505.sl.131322	2.75	1.382144959712543	4	14	1	1	1.0
ssj165.1133.4179	2.5357142857142856	1.2849330325555453	9	33	4	2	2.0
ssj373.2140.7610	2.736842105263158	1.5051355210081512	4	24	3	2	1.5
ssj118.752.2834	1.7142857142857142	1.127105754354915	4	9	2	2	1.0
ssj325.1934.6879	1.0	1.0986122886681098	3	5	1	1	1.0
ssj61.369.1479	1.8	0.9100794718748765	3	7	1	1	1.0
ssj243.1593.5776	1.8571428571428572	0.7004894564014058	4	9	1	1	1.0
ssj370.2122.7546	1.8	0.7662384356489861	3	9	1	1	1.0
ssj326.1955.6960	1.75	0.13353139262452263	4	8	1	1	1.0
ssj98.628.2416	2.5	1.4774551395168678	7	28	5	2	2.5
elexiswsd1.30.sl.130843	3.6666666666666665	0.05682965923626071	4	14	1	1	1.0
elexiswsd1.895.sl.131714	1.8	0.9100794718748765	3	7	1	1	1.0
elexiswsd1.903.sl.131722	2.217391304347826	1.8111364620093167	7	27	3	2	1.5
ssj279.1733.6140	2.5416666666666665	0.6562068813486072	9	30	3	1	3.0
ssj342.1993.7078	2.111111111111111	1.8969191135170467	4	20	1	1	1.0
ssj116.734.2765	2.0	1.0986122886681098	3	8	1	1	1.0
ssj263.1672.5998	3.0	1.7855482092287764	5	24	4	2	2.0
ssj130.824.3112	3.1	0.01989043500592233	3	12	2	2	1.0
ssj161.1084.4045	2.5454545454545454	1.3043591698622699	6	17	1	1	1.0
ssj452.2493.8762	4.25	1.3845612571316472	5	21	2	1	2.0
elexiswsd1.92.sl.130907	3.411764705882353	1.0852567401519322	5	21	1	1	1.0
ssj279.1727.6120	2.4210526315789473	1.281164252820511	5	23	4	2	2.0
elexiswsd1.1539.sl.132364	2.3636363636363638	1.143465327393124	5	14	1	1	1.0
ssj70.440.1684	2.125	1.1818287030775654	5	19	2	2	1.0
ssj200.1337.4833	2.0	1.0074515102711326	3	9	1	1	1.0
elexiswsd1.382.sl.131198	1.6666666666666667	1.5607417394297756	5	11	1	1	1.0
ssj142.936.3584	1.0	0.5493061443340547	2	4	1	1	1.0
elexiswsd1.260.sl.131076	1.625	1.1035190993922719	4	10	1	1	1.0
ssj449.2460.8599	1.4	1.1613939001557827	3	7	1	1	1.0
elexiswsd1.1039.sl.131858	2.111111111111111	1.0445450673978338	5	11	2	1	2.0
ssj44.263.1052	2.090909090909091	0.8079222835483788	4	15	2	1	2.0
ssj133.871.3342	2.2941176470588234	1.828711694848678	5	19	1	1	1.0
ssj156.1068.3985	2.1818181818181817	1.4585098496895281	3	13	1	1	1.0
ssj342.1997.7089	2.1666666666666665	0.9274088025975961	3	8	1	1	1.0
ssj36.214.881	1.7777777777777777	1.2163953243244932	5	12	2	1	2.0
ssj134.877.3357	2.3333333333333335	1.3499267169490157	3	11	1	1	1.0
ssj177.1193.4339	2.0	0.27980789396771144	4	9	1	1	1.0
ssj247.1598.5799	1.75	0.48010498290449527	4	8	1	1	1.0
ssj59.359.1446	3.0	1.7696738600714863	6	37	8	5	1.6
ssj463.2527.8975	2.466666666666667	1.0004635333431455	5	19	4	4	1.0
ssj133.851.3266	2.25	0.22879055462358922	4	11	1	1	1.0
elexiswsd1.392.sl.131208	2.2857142857142856	1.6441426381201842	4	16	1	1	1.0
ssj88.588.2214	1.8571428571428572	1.1586348223384833	3	9	1	1	1.0
elexiswsd1.563.sl.131380	2.1538461538461537	1.4881746005447578	4	15	1	1	1.0
ssj465.2533.9000	2.1875	1.4082539780873085	7	21	3	1	3.0
ssj318.1895.6760	2.142857142857143	0.21081502248076	4	9	1	1	1.0
ssj349.2032.7202	1.8	1.1128120259289587	5	13	3	3	1.0
ssj52.326.1329	2.3333333333333335	1.3681105390344532	6	24	3	3	1.0
ssj142.918.3511	1.5555555555555556	1.003353126669043	6	12	3	1	3.0
ssj119.770.2915	3.0	0.8958797346140275	5	10	1	1	1.0
ssj406.2266.7992	2.9444444444444446	1.6477404020228936	7	22	3	1	3.0
elexiswsd1.951.sl.131770	1.9	1.4053183949386556	4	12	1	1	1.0
ssj46.281.1137	5.0	0.087176693572389	5	29	1	1	1.0
ssj226.1493.5428	2.933333333333333	0.6244592580150266	4	21	1	1	1.0
ssj161.1111.4103	2.411764705882353	0.8828215396599891	8	20	2	1	2.0
ssj157.1071.3999	1.9230769230769231	1.177854355658159	6	15	2	1	2.0
ssj144.1006.3792	3.347826086956522	1.7457302631599312	9	56	8	3	2.6666666666666665
ssj121.779.2945	3.0	1.8187930798631928	5	22	2	1	2.0
ssj453.2496.8778	2.7037037037037037	2.0073209584092075	7	32	2	1	2.0
ssj142.946.3614	1.0	0.6931471805599453	2	4	1	1	1.0
ssj141.905.3468	2.125	1.0906679246805882	4	11	2	2	1.0
elexiswsd1.578.sl.131395	2.4705882352941178	1.7110980342001412	5	21	1	1	1.0
ssj206.1387.5033	3.4	1.228861957597099	6	20	2	1	2.0
elexiswsd1.407.sl.131223	2.4210526315789473	1.6866293609286753	6	22	3	1	3.0
ssj226.1501.5460	2.5	0.326162593019845	3	10	2	2	1.0
ssj206.1389.5041	2.7083333333333335	1.141999619960336	6	29	3	2	1.5
ssj397.2236.7904	2.75	1.4733057381095205	4	14	1	1	1.0
ssj102.660.2525	3.4285714285714284	0.7805321640749423	3	9	1	1	1.0
ssj119.769.2913	1.0	0.34657359027997275	2	3	1	1	1.0
ssj133.873.3345	2.25	0.22879055462358922	4	11	1	1	1.0
ssj467.2538.9018	2.962962962962963	1.366447620549662	6	32	4	3	1.3333333333333333
elexiswsd1.1494.sl.132319	2.0	0.8958797346140274	3	8	1	1	1.0
ssj142.948.3622	1.75	0.48010498290449527	3	6	1	1	1.0
ssj165.1131.4164	2.0	1.7249937729157936	5	16	1	1	1.0
ssj471.2557.9115	2.6666666666666665	0.08494951839769874	3	9	2	1	2.0
ssj135.881.3380	2.7037037037037037	1.3464430384180477	7	32	6	3	2.0
ssj36.213.874	3.4285714285714284	0.8394236819031342	5	27	3	2	1.5
ssj450.2468.8630	2.75	0.028119859161438072	3	10	2	2	1.0
ssj440.2414.8479	2.951219512195122	1.6704472890737483	9	48	7	3	2.3333333333333335
elexiswsd1.992.sl.131811	2.0	0.5493061443340547	2	5	1	1	1.0
ssj279.1732.6136	3.1666666666666665	0.7161552992032988	3	8	1	1	1.0
ssj157.1071.4003	2.59375	1.7527183209306485	7	37	4	3	1.3333333333333333
ssj46.294.1187	2.1	0.9586613461017003	5	14	3	3	1.0
ssj276.1709.6077	2.1818181818181817	1.1119362594095554	4	14	2	1	2.0
ssj226.1483.5402	2.0	1.2101840643252146	4	11	1	1	1.0
ssj118.762.2874	3.0	0.7458274383888585	4	9	2	1	2.0
ssj206.1381.5010	3.257142857142857	1.1461297881736798	7	40	4	3	1.3333333333333333
ssj309.1858.6584	1.8888888888888888	1.3585032565621407	4	11	2	2	1.0
ssj25.121.511	2.1666666666666665	1.0185695809945732	3	9	1	1	1.0
ssj121.779.2951	3.2	2.1468857934594974	6	35	6	3	2.0
ssj455.2506.8848	5.346153846153846	0.8485506085155589	6	65	11	7	1.5714285714285714
elexiswsd1.252.sl.000000	1.8571428571428572	1.7991017450695155	4	16	1	1	1.0
ssj93.615.2330	2.8333333333333335	1.2407202209057568	6	30	4	2	2.0
elexiswsd1.403.sl.131219	1.8571428571428572	1.1586348223384833	3	9	1	1	1.0
ssj226.1479.5393	1.3333333333333333	1.3013448427221919	3	8	1	1	1.0
ssj193.1281.4629	2.1666666666666665	1.8232885372116236	6	17	2	1	2.0
ssj237.1563.5663	2.838709677419355	1.478362948466563	6	36	5	3	1.6666666666666667
ssj192.1264.4574	2.0	1.5567576546051873	5	13	2	1	2.0
ssj46.290.1169	1.0	0.34657359027997275	2	3	1	1	1.0
ssj292.1778.6308	2.8181818181818183	0.16285570471240954	4	15	4	3	1.3333333333333333
ssj267.1691.6041	3.026315789473684	1.8627396577233513	7	43	4	3	1.3333333333333333
ssj470.2549.9070	1.7142857142857142	1.127105754354915	3	9	1	1	1.0
ssj375.2154.7645	2.4	0.0707497811368496	3	8	2	2	1.0
ssj174.1186.4330	2.7142857142857144	1.0141470152564473	5	24	4	4	1.0
elexiswsd1.204.sl.131020	1.9230769230769231	1.4332671675411546	4	15	1	1	1.0
elexiswsd1.1252.sl.132071	2.1875	1.152841166204313	7	19	3	1	3.0
elexiswsd1.1311.sl.132131	2.8181818181818183	1.261467993380519	3	14	2	2	1.0
elexiswsd1.43.sl.130857	2.388888888888889	1.3790764773677349	6	23	4	2	2.0
ssj46.308.1254	1.8333333333333333	0.2897439310437119	4	8	2	2	1.0
ssj130.824.3106	2.25	0.778096698957644	5	16	2	1	2.0
ssj415.2312.8141	2.857142857142857	0.9628537208688969	3	9	1	1	1.0
ssj107.683.2587	2.125	0.28594896846353784	4	11	3	1	3.0
elexiswsd1.1581.sl.132406	2.736842105263158	1.1585619307281787	7	22	3	2	1.5
elexiswsd1.634.sl.131451	3.176470588235294	0.6074095598000224	7	24	2	1	2.0
elexiswsd1.48.sl.130862	2.0	1.0074515102711326	3	7	1	1	1.0
ssj370.2134.7594	2.142857142857143	0.9039622030407053	4	9	2	1	2.0
elexiswsd1.1162.sl.131981	1.7692307692307692	1.4050770008231006	5	16	2	2	1.0
elexiswsd1.1131.sl.131950	2.2222222222222223	1.4513971389473608	6	21	2	2	1.0
ssj427.2375.8351	3.0392156862745097	1.7501930667812695	9	60	1	1	1.0
ssj214.1419.5161	3.121212121212121	0.6100323539700846	8	40	1	1	1.0
ssj149.1024.3840	2.0714285714285716	1.1405963087704687	5	16	3	2	1.5
ssj434.2396.8410	1.6363636363636365	1.6794262258290478	5	14	1	1	1.0
ssj226.1474.5368	2.75	1.4733057381095205	4	16	1	1	1.0
elexiswsd1.418.sl.131234	2.4285714285714284	0.43222546980672655	4	10	2	1	2.0
ssj438.2406.8453	2.5172413793103448	1.7334393783589765	8	33	4	2	2.0
ssj410.2281.8044	2.5833333333333335	1.7385586491449365	11	42	4	1	4.0
ssj446.2446.8574	3.1538461538461537	1.28514451598502	4	18	2	1	2.0
ssj469.2543.9031	3.40625	2.052777198649604	8	38	5	1	5.0
ssj118.761.2865	1.5	0.6342556627317537	2	5	1	1	1.0
ssj178.1201.4384	3.85	1.9685860683404954	7	50	3	2	1.5
ssj24.115.489	3.0434782608695654	1.2594650380614156	7	27	4	3	1.3333333333333333
ssj42.250.1001	3.3518518518518516	1.3342851829146407	9	63	7	4	1.75
ssj170.1160.4243	3.823529411764706	1.2267252926857097	6	37	3	2	1.5
ssj45.275.1103	3.3636363636363638	1.0256457673932493	6	25	2	1	2.0
ssj3.8.29	2.2222222222222223	0.6466781827303106	4	13	2	2	1.0
ssj142.923.3528	3.3255813953488373	2.176821680057432	9	51	7	4	1.75
ssj70.441.1689	2.6153846153846154	1.4723560580731665	4	17	3	2	1.5
ssj20.91.380	2.6666666666666665	0.37319584753937896	4	18	3	2	1.5
ssj105.673.2554	1.7142857142857142	1.2386775300120199	3	9	1	1	1.0
ssj142.923.3524	4.6875	1.3636561886850729	5	22	4	2	2.0
elexiswsd1.934.sl.131753	3.2941176470588234	1.7223344621261703	6	22	2	1	2.0
ssj407.2267.8005	2.090909090909091	1.010654837602461	5	14	2	1	2.0
ssj446.2433.8537	2.7777777777777777	0.07696104113612832	4	16	1	1	1.0
ssj102.658.2517	1.5	0.49041462650586304	2	4	1	1	1.0
ssj425.2364.8309	3.259259259259259	1.2711374407453373	7	33	5	3	1.6666666666666667
elexiswsd1.939.sl.131758	2.272727272727273	0.37796708432935494	5	14	2	2	1.0
ssj369.2110.7493	2.0588235294117645	1.2437780989289655	7	21	5	2	2.5
ssj144.977.3713	1.0	0.0	2	3	1	1	1.0
ssj80.525.1977	1.6666666666666667	0.9343602551820915	4	10	2	1	2.0
ssj379.2172.7715	1.6	0.8840214713053695	3	7	1	1	1.0
ssj450.2466.8625	2.75	0.5774260034954928	3	7	1	1	1.0
ssj61.371.1489	2.0	1.0074515102711326	4	13	2	2	1.0
ssj18.80.309	4.409090909090909	1.6295998094986657	5	27	2	1	2.0
ssj84.554.2101	n/a	n/a	2	2	1	1	1.0
ssj201.1354.4890	3.1666666666666665	1.2410663614526376	7	27	2	2	1.0
elexiswsd1.1009.sl.131828	2.611111111111111	1.6843576715333737	5	22	1	1	1.0
ssj369.2103.7475	1.6666666666666667	0.038480520568064065	3	5	1	1	1.0
elexiswsd1.1489.sl.132314	1.9166666666666667	1.5648208332805074	4	15	1	1	1.0
elexiswsd1.1037.sl.131856	2.076923076923077	1.356306126405026	4	17	1	1	1.0
elexiswsd1.263.sl.131079	3.272727272727273	0.013323970741445711	6	14	2	1	2.0
ssj45.274.1098	2.857142857142857	1.0217452386970887	5	26	3	1	3.0
ssj31.187.757	2.5833333333333335	1.3330935410367721	7	31	7	2	3.5
elexiswsd1.203.sl.131019	2.142857142857143	1.5303436872883893	4	16	1	1	1.0
ssj203.1364.4947	1.8888888888888888	0.46262352194811296	5	12	1	1	1.0
ssj85.567.2155	2.6	1.2355018723095044	4	12	1	1	1.0
ssj201.1357.4912	2.642857142857143	1.0408152623386089	7	35	5	3	1.6666666666666667
elexiswsd1.279.sl.131095	1.2857142857142858	1.4147878268066958	4	9	1	1	1.0
ssj2.3.13	2.0714285714285716	1.284437344996359	6	18	3	1	3.0
ssj246.1596.5782	2.3	1.2913384980895757	4	13	2	2	1.0
elexiswsd1.312.sl.131128	3.0	0.996215082345103	6	28	3	2	1.5
ssj303.1842.6519	2.111111111111111	1.3243529613655454	3	12	1	1	1.0
ssj254.1635.5884	3.3529411764705883	0.7560748925838289	4	22	4	4	1.0
ssj233.1542.5582	2.4516129032258065	2.1397761312490178	8	37	4	1	4.0
ssj28.166.669	2.2857142857142856	0.4928500916231614	6	19	3	2	1.5
ssj412.2290.8078	2.210526315789474	1.3721360310262378	7	24	2	1	2.0
ssj98.628.2413	2.642857142857143	1.667196746586293	5	19	2	1	2.0
ssj443.2419.8497	1.4	1.017552863929892	3	7	1	1	1.0
ssj306.1851.6557	1.25	1.1631508098056809	3	6	1	1	1.0
ssj58.357.1433	n/a	n/a	2	2	1	1	1.0
ssj126.803.3035	2.111111111111111	0.9007040311719434	4	12	1	1	1.0
ssj459.2521.8951	2.6363636363636362	1.472000404105082	5	15	1	1	1.0
elexiswsd1.501.sl.131318	2.1578947368421053	1.3962335826052983	5	22	2	1	2.0
ssj24.114.482	2.9	0.08658180950459464	4	14	1	1	1.0
ssj160.1079.4031	1.5	0.49041462650586304	2	4	1	1	1.0
elexiswsd1.854.sl.131672	2.1176470588235294	1.0128746679081868	5	21	3	1	3.0
ssj96.626.2404	2.9473684210526314	1.8635262675977318	6	23	2	1	2.0
ssj30.183.733	2.3333333333333335	1.1998744207238468	4	14	2	2	1.0
ssj226.1503.5470	3.3125	1.1615462443352067	5	21	2	1	2.0
ssj352.2050.7247	2.0	1.0986122886681098	5	15	3	2	1.5
ssj370.2122.7550	3.84375	1.7059481636348017	6	38	6	3	2.0
ssj246.1596.5783	2.3333333333333335	0.25131442828090605	4	12	2	1	2.0
ssj303.1844.6529	2.761904761904762	1.7052882824379003	5	24	2	1	2.0
ssj142.959.3661	2.6	1.9734551322142933	10	42	7	3	2.3333333333333335
ssj162.1116.4120	4.142857142857143	1.546061416878633	5	23	1	1	1.0
ssj234.1556.5626	2.466666666666667	1.8963432679571728	8	39	6	3	2.0
ssj90.593.2237	1.6	0.3347153269713146	4	8	2	1	2.0
ssj58.355.1429	1.7272727272727273	1.3455511105910607	5	14	2	2	1.0
ssj280.1737.6160	2.739130434782609	1.5998273683421098	7	25	3	2	1.5
ssj392.2226.7874	2.433333333333333	1.5044838119047874	7	35	3	3	1.0
ssj29.174.705	1.5	0.2876820724517809	3	5	1	1	1.0
ssj292.1778.6307	2.7	1.0539205081007668	7	23	4	2	2.0
ssj228.1520.5515	2.75	0.028119859161438072	3	8	1	1	1.0
elexiswsd1.544.sl.131361	2.4	1.8325814637483102	10	28	3	1	3.0
elexiswsd1.433.sl.131249	2.0	1.3195286648076292	3	9	1	1	1.0
ssj378.2170.7705	2.1176470588235294	1.215607221962269	7	21	2	1	2.0
ssj364.2092.7417	2.111111111111111	1.2472776214519161	4	11	1	1	1.0
ssj111.701.2640	3.775	2.293713375100687	6	47	4	2	2.0
ssj226.1484.5405	2.074074074074074	1.7231225644883947	8	30	2	1	2.0
ssj161.1093.4066	1.9444444444444444	1.9315021218518562	6	20	1	1	1.0
